clientid,income,age,loan,default10yr
1463,31410.50729,36.20457331,,0
1637,47923.57551,57.21906913,,0
503,66326.47247,40.98032875,,0
1710,37730.36211,52.42988101,,0
1976,57753.56896,54.23591535,,0
1220,44405.28066,34.38252406,,0
94,21053.49062,63.37940765,,0
702,61419.67284,30.65182339,,1
848,56524.87881,54.91097151,,0
994,58165.50622,45.72915357,,0
1238,32406.57073,20.98656135,,0
1622,60362.34427,24.69412307,,1
1095,62535.63285,39.19407554,,0
758,25921.91253,58.42607932,,0
959,53612.13123,23.28296645,,0
104,57296.16082,25.70848233,,1
461,32319.26222,42.93199308,,0
701,40208.13186,61.37191328,,0
349,22572.30276,51.01624042,,0
1467,30569.5727,37.47767833,,0
270,28145.303,55.54762961,,0
1415,37389.77238,34.44216878,,1
963,29307.32077,61.16495696,,0
1166,67470.11702,52.23263736,12715.29472,0
302,43677.62922,32.55303035,6739.858598,1
1113,23057.36392,46.97181129,2487.165182,0
548,20715.53563,27.53032143,369.5277394,0
1272,44471.87373,19.61305844,5883.660558,1
700,28218.96527,42.62439388,1305.082433,0
1700,25789.74203,45.31621115,4442.33178,0
1912,48455.71741,27.47626829,1780.507334,0
1273,46572.32,59.12164964,721.3416051,0
451,60675.81216,39.9639062,11617.74891,0
388,28926.43246,62.06525128,750.067107,0
1037,60394.09487,57.68642247,8293.576747,0
1920,26095.02691,58.10209089,5143.490416,0
1970,56441.01624,43.20699111,9043.756044,0
1371,59295.74108,51.34979947,493.7144299,0
294,31657.6193,37.77866429,1448.071984,0
705,57575.00979,33.80013512,9857.22995,1
822,57426.68048,20.1188451,2461.974406,0
1512,41049.97459,49.84094132,5890.113644,0
1611,69695.15045,26.42448341,8418.25316,1
1534,47683.71578,32.30653595,4752.287877,0
1172,30037.20313,38.68492023,1247.012791,0
1651,67151.31861,51.65509895,3941.698673,0
897,51438.81407,46.01234316,6898.783719,0
1001,50793.35572,41.60188645,421.6403796,0
584,45446.51834,19.30469183,8474.982464,1
602,26168.01227,41.94116976,3040.98135,0
35,57584.97379,36.67202092,1728.423755,0
871,29761.04601,21.85429135,3748.258124,1
1507,69209.33087,26.03284952,6284.833573,0
11,64131.41537,25.67957535,4351.028971,0
125,61952.90669,18.47742502,3635.600589,0
284,54974.4555,61.98420323,8922.199717,0
1330,35583.61854,63.05439716,27.25248225,0
1269,65849.88967,30.96884689,5051.302388,0
1676,65660.94854,22.19499034,93.15264188,0
804,68755.09442,53.22813215,10990.53375,0
129,69156.30377,53.4108625,7364.735578,0
1117,25026.50564,62.90692234,3845.741849,0
1305,22372.50524,31.49304954,1118.926064,0
236,56267.17164,22.48613604,7329.243164,1
682,20908.3351,28.81852198,3133.624447,1
1788,60595.27533,62.22070887,4534.490222,0
100,43439.98873,24.17947032,6879.306007,1
1824,48938.58344,59.70792423,3028.834619,0
112,41631.6663,53.04765477,106.0907472,0
1717,52102.5909,19.37246483,8799.819842,1
1776,28267.08995,54.6462767,965.3732272,0
1147,26558.36106,57.83336484,22.32793318,0
510,42912.09054,60.58219753,4550.122853,0
173,26039.02149,49.39040223,2056.752382,0
123,22766.7745,29.32590147,1429.401762,0
1503,43064.64735,43.9394257,787.0471897,0
1287,62526.88793,61.05217092,5835.542391,0
1393,29190.32462,60.29122269,5239.594773,0
1951,66034.7543,60.7262946,3913.782124,0
177,23118.48331,57.58105032,1746.936559,0
169,23340.2707,42.8286153,2707.760939,0
1359,48422.53611,41.85424768,3520.565901,0
1334,51211.65404,45.62856826,4093.360006,0
17,43548.65471,39.57453035,3935.544453,0
1323,39992.71911,20.8266799,4999.202015,1
1772,38163.39454,63.25165246,454.3076768,0
1069,54656.54904,18.39382955,9911.134963,1
816,41254.2282,28.94820475,6993.049441,1
1872,61765.70904,59.95587347,3649.643103,0
14,27267.99546,61.57677582,4759.787581,0
766,50719.76308,43.20724465,4770.937668,0
1915,68110.23995,32.17157472,11029.66771,1
659,47526.23413,57.21959192,8957.330544,0
785,48457.96355,22.34492363,8108.172683,1
1205,32188.01624,49.42886416,4659.953325,0
1712,48933.20969,50.06578295,5071.371891,0
599,35993.28793,41.8750019,901.9277107,0
1353,44964.0106,48.41480327,693.2147138,0
1408,60842.94116,60.25514261,6608.968795,0
401,51625.31323,44.80884119,4592.24555,0
596,49413.29854,18.64785258,2554.044352,0
1441,33265.79055,21.58345902,5968.442038,1
1435,64029.54348,36.15775109,1644.339177,0
1810,52797.40104,21.12701044,1080.42349,0
247,67709.24159,50.41293228,5136.819308,0
1181,30939.39338,47.8934448,6115.822333,0
174,36186.84807,50.50675221,1130.735265,0
57,22248.1792,23.44362417,4364.975281,1
1704,50115.0549,26.77897816,3447.002152,0
59,52143.82367,20.83763392,2393.099679,0
566,63776.77079,43.81065864,6697.971583,0
1530,65603.81676,19.02164232,11775.35458,1
1031,50533.57195,56.63106428,117.7125869,0
478,58163.54068,58.7474847,2237.927764,0
1865,55313.83225,25.21256484,,1
1391,68583.04105,57.08784007,,0
524,56050.30258,23.97382954,,1
821,65481.94555,45.03857624,,0
1161,64089.13191,37.31044758,,0
1067,44218.76632,58.57925853,,0
1071,39472.70725,42.60886077,,0
1625,40918.5703,37.18584542,,0
1837,35914.60931,60.80509128,,0
199,44488.16448,33.43120549,,0
873,60016.74099,22.73860251,,0
373,46065.94821,52.8386392,,0
806,42855.41611,47.12736998,,0
613,50061.76774,55.36104188,,0
1627,44896.25649,48.61068103,,0
642,66871.26736,62.68936364,,0
379,49633.32747,38.98900889,,0
1030,55176.1396,49.4559101,,0
226,58121.66858,27.30180023,,1
1596,39395.83041,36.37047119,,0
849,51718.13696,34.35049974,,0
1885,21479.94672,24.3142805,,0
1813,20803.61454,61.89225017,,0
1771,36727.5509,24.59731819,,0
1100,43955.4094,51.55828607,,0
1660,23641.70268,56.81360339,,0
531,61006.1073,54.18129557,,0
1745,40568.07518,35.94146628,,0
1719,58809.29247,37.45918855,5470.587846,0
317,33297.21402,46.57996004,3674.74134,0
1469,67750.82599,33.51874317,6855.986311,0
505,35578.23411,42.394597,3640.848886,0
595,50382.39977,57.09693649,9183.842295,0
1919,48547.96138,56.64147426,1940.870699,0
316,20532.82373,54.62323385,1897.780821,0
30,58842.89131,54.51094756,10871.18679,0
664,52100.91739,23.18144363,4767.277192,0
789,62109.76709,41.24090602,2816.430158,0
688,42435.18949,51.48952681,2766.280914,0
559,24391.75623,47.0350985,2198.144889,0
1411,43108.41456,22.29196192,647.8793786,0
741,63661.38333,25.59552438,6095.308749,0
1935,49144.37106,51.89382023,1633.03578,0
1934,47881.956,38.09981235,5575.635648,0
1868,34722.96483,22.22338695,4073.411901,0
340,57517.72414,52.48606979,4536.857209,0
501,69395.11648,23.95138858,11047.68434,1
1575,33867.50226,30.15785425,5714.026374,1
948,64983.15424,27.29197161,9109.774342,1
1232,43308.17898,34.83136125,6777.198246,1
604,23984.55095,51.14126769,4622.275198,0
1244,45360.71627,27.07574763,4569.994987,0
869,51790.72645,41.15087779,1281.035729,0
1477,46024.14456,24.17451622,4318.377722,0
300,51363.59581,21.0219966,761.4224042,0
1847,40719.49032,22.9269144,6415.086244,1
154,34559.90704,29.11218199,3317.529874,0
1623,54609.46518,18.41373634,5618.20457,0
1574,68503.20589,19.28053543,3580.463677,0
477,53009.42543,36.07447938,3589.253506,0
1168,42889.33416,57.50669619,6340.708855,0
1263,30492.87567,61.6792429,4834.738644,0
170,24830.18197,28.97024523,2046.68505,0
385,29670.67184,53.55019966,2928.984088,0
434,55273.275,25.41639103,10282.99745,1
162,62246.72725,31.08188451,406.7207693,0
189,58364.46498,55.59654948,5809.899,0
1587,34163.62565,45.78271792,6617.400172,0
1936,33707.80104,59.91764355,321.5789312,0
220,25011.1039,36.21518966,3834.042782,0
1447,54179.72187,52.90507993,10028.01586,0
921,33585.47474,60.37738544,3933.883012,0
632,50740.95102,21.72135886,784.5773121,0
718,34336.01759,35.83065171,3441.644524,0
1127,25817.45462,21.63047036,3682.861931,1
132,55613.48546,24.37712877,4255.252137,0
541,49665.63384,50.31921262,2713.885075,0
1084,62724.63612,39.83537661,9255.137755,0
504,35886.72684,34.66834878,843.749092,0
1322,36970.36044,33.70459912,1268.506383,0
1857,25252.48774,23.78830375,434.8674516,0
791,20762.47447,25.32912274,2385.224837,0
438,62519.18418,44.40997496,2324.547705,0
305,51589.28275,50.31346489,56.99097407,0
1506,33546.29204,54.69847514,5347.295507,0
1993,30803.80616,23.25008412,623.0241528,0
1832,29750.2948,45.54445543,3627.987077,0
45,67852.10587,47.32189906,5730.588251,0
865,21856.23353,47.72276785,1500.653745,0
1018,34735.49175,62.35895581,1402.217854,0
941,59727.40599,50.24148795,5203.325181,0
508,50275.89996,41.81982332,5541.821255,0
1405,28423.13147,61.67145866,5282.849182,0
987,61013.18158,24.70761897,1791.542962,0
1609,61344.53221,20.17553224,7172.654332,0
1906,64072.31322,61.15839923,2426.008622,0
253,27089.39284,51.29419704,1851.311563,0
1851,36431.16141,46.45279704,6783.361363,0
1497,39217.90992,30.10142049,864.6240529,0
885,61298.21867,48.28503024,9399.504602,0
1793,36535.31539,29.87489182,271.7251877,0
1562,45971.13349,27.39847292,4776.490486,0
368,48463.20455,50.52642975,8120.25809,0
1890,60434.16443,63.21861647,2474.248112,0
1606,53113.0361,59.43689228,10080.52438,0
1859,60672.14559,43.05590862,6279.687007,0
156,51689.54854,46.15419152,9881.976006,0
252,34796.00356,58.48789988,443.6665381,0
442,60929.17235,60.05877767,11146.07446,0
1953,31898.15991,41.31715911,2015.182969,0
1141,69310.95727,42.11060918,1590.325804,0
258,54418.47099,55.2220663,5630.741221,0
1349,51547.16666,53.11192749,6563.41158,0
1882,24406.89381,37.9053185,1733.403111,0
1182,38520.72397,56.67372097,4176.949955,0
229,64780.93854,20.22810118,8402.415586,1
556,47586.22771,42.27500753,3343.056276,0
1045,58176.15493,52.17576009,9852.14111,0
812,20710.77596,49.55726981,3960.710873,0
542,65322.80107,41.45419509,2739.71999,0
1657,61812.90135,52.96198773,3124.312409,0
1995,24254.70079,37.75162224,2225.284643,0
366,32222.81881,61.81061588,934.4771331,0
1376,43969.60416,25.48304865,7455.920157,1
1254,31092.26772,43.83220649,5617.993126,0
1154,32032.55674,50.11743705,4582.938274,0
239,42276.78291,57.93069619,8055.305084,0
193,31077.85689,44.2215167,4452.330679,0
1502,51774.05251,47.78184138,1508.761776,0
672,40376.16358,38.92128904,3901.937984,0
714,29736.3105,35.29839844,657.0484089,0
255,47007.31358,45.01979643,4069.402646,0
899,56738.63732,63.37394217,3210.807048,0
416,48630.97953,27.02167736,5862.833029,1
353,58828.29212,32.40292043,5947.645468,0
1821,49973.66646,43.91861469,363.899917,0
1604,67346.66246,34.90151683,6752.122458,0
1241,42591.59524,45.11655999,4602.245841,0
144,52730.0805,50.23778499,5706.325323,0
1257,43528.48431,59.89202707,2264.725152,0
1794,28163.29507,58.00352914,2121.151956,0
1155,48405.72681,47.93288261,3766.614435,0
1011,50206.13372,33.03111152,5826.462898,0
678,42236.45609,24.6867331,4749.068675,0
956,25363.33106,31.39079116,3946.001447,1
1,66155.9251,59.01701507,8106.532131,0
331,40496.25582,20.10545872,4834.603798,0
1073,50447.69963,58.09854003,2443.768915,0
328,45183.05418,33.89557822,5953.453524,1
1237,59695.10715,27.90329809,8889.928408,1
1747,38129.75487,19.08440959,3964.729278,0
1044,46288.75641,23.59003818,6053.791581,1
1414,51027.56761,61.50629662,3313.30041,0
176,34730.16407,63.37623301,818.5084419,0
194,42522.92241,53.86865108,6790.850263,0
1027,39819.92094,63.38479701,3577.44769,0
649,34488.20985,27.13153021,2156.314406,0
1261,60348.41356,60.44679037,3037.968147,0
1763,61632.28271,34.43080878,3028.591328,0
107,23998.32369,29.91003349,3928.303909,1
1876,48774.28816,62.84084913,3728.483342,0
1058,69929.011,51.39444845,12427.8357,0
131,60119.06581,45.07696923,1810.96046,0
1495,55568.17946,42.75697379,6114.867546,0
381,62650.71966,33.48406627,6425.365364,0
75,40526.90279,28.60637596,2119.984911,0
1670,25481.98791,48.36229289,4005.816148,0
1554,31702.3343,28.4226721,3587.722389,0
1642,57413.57224,43.9119505,9421.298413,0
550,33751.20531,25.30187719,6494.184336,1
431,27533.00133,46.76592846,1551.420288,0
120,27954.70777,29.90452167,1627.041405,0
547,53719.65111,42.89010155,1670.737893,0
267,52757.79494,53.08221445,2321.206314,0
801,22869.32345,25.9064452,527.5515684,0
753,42696.97137,44.52967068,222.1964386,0
1410,63830.74744,35.1387838,5271.626982,0
509,56665.49409,61.64512274,11159.79317,0
693,54780.34561,61.38897114,8134.220408,0
1708,67032.28946,44.32616679,5487.820266,0
1280,46668.62847,57.8349421,1833.48585,0
589,48326.32089,35.65219864,7168.707002,0
1094,57676.73918,20.66561699,10504.66817,1
256,20358.66502,53.61518031,1064.686918,0
675,34158.63397,29.42114243,2911.408067,0
1143,22048.89504,53.7982525,4199.024356,0
93,58793.61431,56.49441041,4391.981054,0
1208,28852.03381,44.21152393,5705.986163,0
446,34141.92764,47.15114867,3371.66431,0
540,62908.35748,51.14682721,3213.898146,0
462,52862.94714,47.33139712,9754.152239,0
56,47761.82407,50.09815907,5549.799128,0
1692,43041.04139,46.99845733,2245.505278,0
1002,62422.20379,32.14522141,2841.633423,0
1332,39770.12866,45.19093801,280.8785474,0
38,32464.09188,50.22500592,4326.705073,0
1456,53226.19441,43.61874729,5686.643116,0
1480,38423.08429,29.20911929,3676.568354,0
1381,34192.16052,27.9972893,5233.663228,1
1526,52205.60706,24.64014386,1135.152226,0
657,53400.82701,58.08168841,10418.19298,0
1198,46923.04677,36.3395338,3107.883782,0
58,29724.47688,31.9685264,3075.345728,0
1083,27136.6288,18.83362032,2253.190253,0
511,22169.72922,36.97071669,947.1996384,0
1929,25379.91548,24.92908735,4693.111697,1
783,21306.03312,35.09416354,3791.023528,0
1841,29838.12481,25.89508406,5913.649556,1
1170,58178.61457,49.69279455,10948.49949,0
134,23122.06493,53.30953584,4263.493031,0
1782,44867.61524,55.81275256,366.1011044,0
404,62192.46707,46.0507889,1863.891003,0
1097,25032.30094,46.31058897,680.9047822,0
1403,54009.69228,49.40990043,884.7355047,0
119,34507.52791,38.58778339,1793.750255,0
1242,34051.52804,35.74565239,6224.152886,0
1165,64162.64961,53.85556307,6938.01252,0
1629,52263.3555,34.29609224,10161.94667,1
476,26388.7273,19.37152054,1191.332138,0
297,42521.72601,47.70428875,2661.612516,0
825,28481.2656,47.42132836,5302.179943,0
1286,50208.53002,35.02765993,729.6044303,0
1476,30391.4733,59.26477079,2072.634066,0
1648,50052.29293,27.4822349,5589.328271,0
962,61200.42748,19.22777832,406.8518612,0
765,58820.38206,30.75231565,530.6578241,0
736,54022.91284,26.5610123,10641.45144,1
24,27845.80089,51.9706241,4959.921226,0
69,24857.69488,21.59867635,2692.163459,0
1338,35527.83449,47.44952906,325.1195915,0
1107,61869.46603,36.22730418,1040.493673,0
1874,66366.95742,41.57616997,465.0115658,0
934,66423.39933,18.87435711,1066.214601,0
1965,22800.79677,28.19825664,3740.900936,1
567,52278.765,45.92897162,4269.136035,0
1452,47852.9269,38.93593926,3295.320061,0
784,36029.30158,52.64062442,2928.100439,0
1978,44022.26874,31.1926268,1707.67287,0
792,33756.52723,40.56759555,1169.835925,0
1295,32282.25175,42.63495589,3345.941958,0
839,54820.97401,20.56039647,10070.94905,1
605,40359.70119,32.24500797,1783.697326,0
1355,45564.01535,22.28801022,715.8366044,0
1638,22880.7276,18.42886766,1909.215139,0
1487,29705.07473,41.83413714,1912.205091,0
27,63287.03891,36.49697551,9595.286289,0
1656,33820.18651,61.05088434,4342.178111,0
697,48768.69924,25.92502563,500.5991056,0
1248,31722.73095,34.85181726,2877.756104,0
1543,37895.18173,54.51514932,6071.340205,0
1212,38477.3256,27.34633178,289.576582,0
522,25789.2098,26.49416967,2410.277414,0
1697,37277.12306,28.35490842,4242.640648,0
215,39264.4835,37.02775284,5255.788283,0
399,27135.07262,54.8364598,1387.248801,0
943,29178.97759,63.93073469,1664.386062,0
1470,47637.86203,51.05145093,6708.673591,0
823,47903.31425,46.16901477,4283.226974,0
743,29181.86143,48.24064781,2529.612969,0
1786,32435.24811,43.06626362,5685.405228,0
1365,30958.90796,43.60356595,1558.930765,0
1564,50895.81034,18.95700206,5556.83987,0
1728,63330.73455,30.23024362,5170.899852,0
1416,65017.59349,26.91783316,1017.166545,0
1538,65824.51566,40.62192013,2643.106432,0
474,32306.8084,21.90630584,3603.364078,0
1544,44827.23377,56.29849542,2639.916846,0
1795,39019.35774,31.79270886,3196.559769,0
333,60560.30553,49.75058567,1994.621134,0
961,46564.3789,50.65129969,599.830324,0
1897,35993.98976,53.93902055,93.89580488,0
445,55306.91435,20.14031182,5272.535014,0
243,31523.10777,40.44616794,5174.570569,0
1118,43588.08143,40.49564678,6453.057979,0
204,43159.08497,62.44209669,4350.019897,0
1711,47398.31104,50.17342698,9041.878835,0
1766,55093.92123,55.17608333,6485.30159,0
521,32804.90449,62.29439051,4961.25568,0
876,49380.65863,45.47104991,5425.280945,0
135,48790.13243,32.47562106,5519.09604,0
31,48528.8528,43.78380863,6155.78467,0
1378,69939.32968,55.63762125,2225.224533,0
810,37145.57306,53.19827894,1510.735507,0
1863,64287.39763,45.88390644,6301.594778,0
1235,64743.70707,56.25701235,4304.929109,0
1517,65359.29615,18.60512247,7707.240563,0
1354,46081.64555,50.06910454,1487.786041,0
61,37660.77072,53.74506047,2129.597165,0
1909,35020.48877,24.99191048,6832.803042,1
1194,60103.01157,56.05377209,2632.265613,0
1696,68406.80717,46.05627261,2491.460861,0
519,41315.10789,57.52009412,1378.909057,0
1466,47704.38083,21.84036088,2717.079485,0
502,43963.73801,41.55384223,4481.436861,0
377,54748.91231,31.59685864,5438.093693,0
1608,42108.19992,26.99135128,1020.978164,0
498,58684.51301,31.73226475,5415.817417,0
418,24349.00295,53.75252283,3890.47105,0
1041,50222.76242,21.42271292,8734.740617,1
1157,29049.07149,57.78255455,2562.695554,0
627,36892.71622,54.44842476,,0
998,65776.23241,39.79819134,,0
1853,42465.66975,58.01657008,,0
301,27218.56103,55.17101996,,0
1302,42990.98283,29.52880839,,0
1026,47187.57155,24.22704766,,1
1116,39988.74074,54.26870557,,0
1819,48765.12887,50.07041654,,0
808,67125.64924,36.05850519,,0
1086,28482.64955,19.78378813,,0
1207,36837.53085,54.72850399,,0
523,31908.35431,38.25251186,,0
1489,23007.38788,48.97252372,,0
1774,44979.80219,32.5319016,,1
1010,35620.41863,40.82467405,,0
116,39703.75943,47.46874099,,0
407,27619.66141,47.54050593,,0
831,54421.05401,22.96153355,,0
1017,44324.28637,23.18086641,,0
1999,43756.0566,63.97179584,,0
1653,23881.78651,32.89370972,,0
764,65166.97287,25.65628186,,1
992,49264.58489,58.11954711,,0
1419,60864.32175,44.14129754,,0
1222,28612.20306,58.86168988,,0
76,50827.98052,51.01293719,,0
1484,60040.99384,44.1414116,,0
471,23203.64719,58.56887607,,0
1134,56233.78954,57.99108565,,0
