"clientid","income","age","loan","default10yr"
447,40453.89095,20.70989283,890.9395353,0
449,30885.6922,55.15075882,5216.354091,0
460,69391.1466,63.80067091,2550.265147,0
464,36430.5384,38.22744175,5855.185594,0
465,44268.89401,27.93317102,6043.143106,1
466,63806.32925,56.6321662,114.4999674,0
467,46195.77717,32.41359859,927.0675939,0
470,54707.28851,44.23788146,10255.19011,0
472,25342.25068,40.36114009,871.5300911,0
473,31645.63282,32.16327128,5193.838197,1
479,38665.03393,55.12592175,6152.004833,0
480,25289.04722,53.34272481,3701.537602,0
483,35778.61523,30.62820738,5544.654684,1
485,55934.43256,60.75524976,5643.179899,0
488,26957.05387,55.26487741,4172.988238,0
490,38288.07108,28.73543162,1723.399373,0
506,48689.00043,36.56309217,3859.471823,0
513,61987.68527,27.63108779,2618.243037,0
514,30044.68352,49.77406378,1428.439625,0
525,66505.77569,25.61824062,6571.197021,0
528,21158.93529,54.30391261,3562.308296,0
552,51035.63346,58.99497729,2889.880195,0
553,53493.48601,21.87474639,5030.8288,0
555,47439.94076,22.34841947,7896.356942,1
557,26100.85126,62.31916468,960.1372514,0
562,53033.86413,38.45755969,10427.4705,0
572,30786.87193,47.06810554,3563.319789,0
574,42476.26553,46.43822313,8334.182008,0
581,66653.27093,19.88705308,5180.71186,0
585,37142.73889,50.30304299,161.2375511,0
586,58320.80889,20.25760534,10033.49168,1
587,24825.54068,54.8174662,3650.196352,0
588,20511.42944,27.19626825,931.7900744,0
598,53784.04957,24.39355435,2761.85138,0
603,60044.28152,61.31265439,6823.434443,0
607,68038.79202,62.94812935,10108.79585,0
609,34399.20978,31.764889,6019.834423,1
612,52218.88251,37.54275677,9792.091531,0
617,49395.16649,41.08490913,5927.574676,0
618,33338.94399,46.59851354,2929.851424,0
624,24078.0725,38.49162835,3276.139948,0
630,34601.68266,33.85052236,2430.101618,0
635,41004.26236,55.84909201,1016.141008,0
640,64751.14654,53.63820349,2289.851251,0
643,25098.65283,51.64706285,2611.848092,0
648,46195.62167,26.62719845,2888.633728,0
652,60480.9758,53.42868783,3216.094541,0
658,43414.48789,44.45336282,7170.946724,0
661,32195.59252,62.20165852,4980.013585,0
662,49067.09129,60.54459807,7258.968492,0
665,48334.38778,53.36775446,2234.443137,0
666,58507.62355,48.97744804,694.1351678,0
669,28598.83265,52.53369854,524.2010921,0
671,35697.55414,51.38821886,2907.958272,0
673,56534.96684,27.80794148,2161.083752,0
676,29732.05762,38.87671243,3485.018026,0
683,57999.77239,62.77011063,859.5892942,0
690,57187.70089,59.47191821,9390.672261,0
692,25244.7267,53.3790106,1278.999504,0
699,42242.48912,34.22076686,2070.379381,0
703,51282.50524,26.55138677,8445.385343,1
707,39834.51984,63.31227526,699.9557764,0
715,50831.42753,24.35160252,9572.586884,1
719,31895.71531,48.18590728,3423.346172,0
723,56252.95371,57.27829057,7327.070282,0
744,52510.43824,40.27914024,1858.30824,0
747,45622.29071,41.63254532,528.1812501,0
749,69411.79253,47.07372685,12176.78244,0
755,33194.40264,51.17971212,6615.387858,0
768,67520.7596,45.41562414,13041.77945,0
771,30731.72628,40.38884294,1129.562412,0
780,36112.87441,60.5793527,3737.212187,0
782,27973.82656,49.67421964,403.4021354,0
786,46038.51066,39.03867278,6868.987805,0
788,64247.615,31.60316207,4513.203694,0
793,54325.80727,29.63636931,6978.525057,1
795,56846.47423,30.28092755,5268.227475,0
798,38073.4069,32.21450809,2284.005677,0
799,43937.21904,56.40968222,3213.541963,0
803,23613.25569,32.4735058,2469.234585,0
828,61363.85606,62.13637386,9636.804731,0
836,29496.59413,54.66582086,2216.975334,0
837,45181.93371,48.0968023,2243.153992,0
844,37598.38508,54.66392931,3641.808411,0
847,62111.43441,25.97645859,499.2085782,0
855,32151.29686,42.91491157,4601.940086,0
856,40831.80192,47.1495458,6429.593688,0
857,30868.80482,58.13656775,4618.392184,0
859,65496.76748,61.95993475,11805.55577,0
861,27287.07454,18.69579873,4509.881422,1
866,28072.60436,54.14254823,1.377629593,0
867,35950.48845,35.47184697,2664.925675,0
870,65000.81962,21.69969953,1114.914824,0
872,23081.45074,53.89681841,257.6612015,0
877,46283.06746,48.28858511,2166.1231,0
878,25554.69852,42.79692147,4229.914353,0
880,30383.67633,46.8319496,2153.607725,0
881,67730.4437,26.30314698,8881.583636,1
884,53852.79954,42.78285555,2089.909464,0
886,69465.74696,20.58523169,7983.705373,0
887,39102.04171,29.30086538,4200.697505,0
889,67949.73807,34.47967882,1790.348617,0
892,38277.93687,44.90919805,7405.80321,0
894,49972.01083,32.39698399,763.9541159,0
901,44458.63729,52.08290527,1456.234944,0
904,69430.93662,58.94091428,2648.220452,0
905,27989.1111,27.80092017,1770.818279,0
906,67675.80477,37.74039569,4396.076877,0
907,47985.72247,33.55977398,8801.610127,1
909,63182.45567,25.58638213,3493.224567,0
913,36124.71783,25.05472696,6485.05748,1
914,57330.61941,44.4456513,1058.039202,0
918,49746.88744,29.36146193,7354.129523,1
927,30608.94324,46.47670398,2632.551811,0
932,49054.86027,54.06866362,1102.240361,0
940,45789.48752,36.29805129,4545.157459,0
942,35513.58955,60.80701767,6983.360741,0
947,63441.71236,18.67128938,3119.412678,0
951,31473.45878,27.99340911,797.3459721,0
952,59267.3392,34.91269907,5085.311919,0
957,28873.67417,62.3285863,2224.469765,0
960,51555.74026,57.26359177,9217.688669,0
968,65210.8371,27.52843972,12607.95166,1
974,30578.02016,55.36616174,3010.35024,0
975,21211.58939,32.65119825,931.7810522,0
981,53005.13229,45.68722047,2539.336749,0
982,40749.02818,26.85401291,6207.186165,1
984,37277.24612,26.63314682,6289.256076,1
985,46883.20654,30.39988989,6342.567909,1
989,39133.89186,21.60323147,433.4584179,0
990,62171.80256,24.2437831,1035.462496,0
995,43029.80326,27.21015742,6894.165381,1
997,49104.76824,35.53851733,9452.217947,0
1004,23717.56785,49.32576952,1530.090242,0
1005,66797.66467,21.38042855,11921.19954,1
1012,67935.45387,60.9422627,8267.326053,0
1013,59223.3966,22.93963515,3901.402085,0
1016,23694.77887,22.86428448,764.29719,0
1020,42761.49268,45.04937391,610.6578471,0
1022,54372.18266,29.97711781,839.1250812,0
1023,29941.96837,48.35844947,3170.045654,0
1028,50632.27924,53.62329948,1262.356066,0
1029,39970.21125,40.36811516,7867.616836,0
1033,31187.66993,30.99961612,593.1247798,0
1038,36845.73868,51.93947954,1790.013566,0
1046,25631.43473,47.63557696,4778.700543,0
1048,25048.01599,54.65677518,2341.367858,0
1056,26046.38417,54.62546358,4669.457353,0
1059,53298.49615,56.90970733,2106.709791,0
1061,38042.08416,32.83899402,3495.856306,0
1062,42119.82271,60.06420183,1930.566532,0
1064,62252.08816,28.24617586,1699.680972,0
1072,30572.44686,48.65184248,1847.09425,0
1076,52809.54629,61.01331918,6276.830737,0
1077,38011.72665,19.05789168,4625.193378,1
1079,57914.73107,50.61159971,6715.857908,0
1081,45918.87525,38.64211962,1910.329531,0
1087,44170.22174,24.47037064,2168.751735,0
1089,64501.93043,33.3579469,12147.31422,1
1090,28237.51739,50.01555209,2728.189944,0
1098,22228.34529,33.35945709,2187.213337,0
1101,60063.69309,59.11464434,6766.294181,0
1104,35403.42733,34.64541582,2929.359704,0
1108,20674.89708,23.99988287,299.8251378,0
1112,34760.01932,34.26030186,28.88253444,0
1115,37887.54939,24.4157261,5061.777831,1
1122,36126.23109,40.70791186,3805.802721,0
1124,30200.24326,62.78257014,4871.677576,0
1131,52651.25686,57.32024618,6529.019522,0
1132,40069.33838,43.31346189,3646.051618,0
1133,39246.54489,48.32205561,919.11464,0
1135,49264.26833,19.00652627,801.779606,0
1136,30451.63616,42.19713668,475.4205917,0
1146,49032.66241,54.5560719,1777.953131,0
1150,56317.08282,24.6534823,8045.440953,1
1151,53825.43058,45.35669022,431.4501612,0
1152,34927.99361,54.15294718,1957.057929,0
1160,50021.65541,23.81667911,1054.268085,0
1164,30961.16614,32.11428662,162.7955961,0
1175,36008.381,20.62621639,3709.304431,0
1178,41993.98432,36.19281642,6644.344214,0
1180,51906.04616,36.5730408,10235.27261,0
1185,51733.28751,24.91495145,7906.141179,1
1193,54405.62497,57.1412841,6253.206677,0
1199,24951.25749,62.04114048,2544.356003,0
1201,64603.92088,33.06183178,11264.69116,1
1217,31044.39176,49.93586833,4465.872769,0
1224,22832.32393,32.5164225,3318.407787,1
1228,31233.30776,41.70405183,1662.453616,0
1230,35485.11827,47.38887031,2482.04225,0
1234,68398.28748,36.99394877,8106.859293,0
1236,68412.60985,28.15512845,551.8430811,0
1239,33184.19598,60.37477159,4580.097831,0
1243,61800.03438,29.66579595,9143.611709,1
1245,20252.12346,27.4416098,3360.059414,1
1246,30134.7096,43.81722832,958.9980819,0
1259,47433.41542,60.45516523,9139.14371,0
1271,22680.31843,55.09158789,1743.774685,0
1274,24369.84125,61.73937931,1366.536025,0
1277,42521.79071,54.74892029,6745.817708,0
1279,29410.17752,23.49816499,812.3235343,0
1285,48058.87138,47.74535288,6527.990222,0
1289,30884.05673,31.27786188,4099.902045,1
1293,64233.0407,26.71456132,12104.53421,1
1297,51595.35748,28.46181675,385.4033625,0
1298,23097.37648,53.76303351,4517.579801,0
1300,64395.29807,63.17131965,10054.63464,0
1307,31112.05942,49.61600423,424.3521316,0
1308,68936.32135,43.36505621,11073.1585,0
1310,20583.61217,21.98976744,53.18620734,0
1311,58988.3058,19.9765914,4728.259542,0
1317,55988.29528,31.08703947,7745.754809,1
1318,62125.25811,21.08586764,5700.457195,0
1320,29976.8291,57.6661531,3796.03274,0
1321,41944.26819,61.13506293,1203.700529,0
1326,52841.51644,18.44602338,5957.386324,0
1328,44047.66656,27.31337199,2096.917501,0
1331,25289.60724,21.28056335,2130.793535,0
1333,59511.1387,29.27411054,2520.514452,0
1337,66642.00775,56.16766872,4958.067776,0
1342,50167.67175,42.04748763,5592.651807,0
1343,39545.95959,43.70086672,5787.658045,0
1346,53187.97965,63.55816426,4879.846139,0
1347,48290.88046,30.03676084,4902.975221,0
1362,24061.46316,34.51152011,3980.578783,1
1363,23450.87213,34.40636966,1419.805523,0
1374,31396.86601,34.99668137,3719.230135,0
1375,35916.70415,53.54044336,6401.189486,0
1385,23985.07542,24.4328115,2284.209129,0
1389,49294.65931,37.25489393,4574.85478,0
1390,39553.64738,53.69063324,7063.898036,0
1394,63437.70015,54.62814035,11963.36422,0
1397,63271.60883,23.34209813,11298.17219,1
1401,44222.2622,55.86147245,7443.486707,0
1420,51231.01043,62.58516727,813.0279887,0
1421,41103.13692,63.07950736,3644.301903,0
1429,69191.23338,57.38518469,6270.574035,0
1431,66558.93437,48.51616071,3090.992455,0
1432,27428.28187,54.32718563,1287.632081,0
1446,53593.1132,62.88581,1428.189214,0
1448,20126.41377,36.46094444,1432.355862,0
1459,54935.65838,42.95419475,7921.83051,0
1461,46893.33671,43.68609808,9131.864419,0
1468,61398.68707,63.2944038,9008.154521,0
1471,38357.51752,25.54630783,2548.413916,0
1474,59475.49718,36.73713048,2628.262124,0
1475,40708.91941,32.81676887,5532.343843,1
1478,66529.48522,59.42979515,6337.674939,0
1482,61674.45723,54.82930153,4054.551771,0
1483,26931.06825,41.28060416,3668.646773,0
1485,26181.24241,42.66303152,2618.973497,0
1486,61552.21751,61.08761215,4042.539734,0
1493,39684.9818,33.62885053,2590.928175,0
1494,32025.40445,37.50658678,217.488528,0
1499,66768.36121,49.13087482,4255.367636,0
1500,31400.85843,62.58585538,4464.404268,0
1501,49335.75726,43.62837513,2549.620474,0
1508,32291.54455,39.17461364,277.3875685,0
1509,66274.0729,21.82560426,11576.54224,1
1515,32086.91354,28.41077647,6362.390354,1
1521,67035.32642,46.09920974,11276.62254,0
1524,67006.80649,36.1980031,3692.169172,0
1525,39453.64561,32.4015456,436.9352469,0
1527,46319.4168,45.14678836,1523.072058,0
1528,29398.72742,41.41217588,4673.766198,0
1533,54468.27921,23.87681513,68.62545627,0
1536,22925.81208,34.74104443,2547.279742,0
1541,39573.34144,29.13702618,5785.884275,1
1542,41052.36578,49.91170718,4652.951748,0
1546,56887.2028,36.41703326,10969.59669,0
1547,25146.59568,21.05419926,2890.652793,0
1549,30497.20451,28.47694441,4573.59409,1
1551,29993.5633,49.05577318,2749.585697,0
1553,56256.03887,22.16050255,5452.244532,0
1559,65697.59284,36.28615968,5644.653159,0
1561,66981.413,27.48095465,6678.5628,0
1563,42965.99275,45.19554599,8109.051409,0
1566,44984.89912,51.74721229,4584.611816,0
1569,46583.1996,32.70437491,6241.270508,1
1570,56201.84143,43.27752018,8346.320922,0
1582,46672.71314,54.54870377,1408.497717,0
1583,66393.71115,58.61227209,9540.416626,0
1584,29338.25645,25.69012912,5120.406797,1
1585,67289.58568,26.72740046,13376.79771,1
1588,52216.8158,23.637136,6803.333393,1
1589,62313.27763,60.91730571,925.7955921,0
1590,49205.6371,24.62202976,3393.856589,0
1591,65688.7315,24.56447541,3673.870415,0
1593,40966.67453,46.75507215,2393.524149,0
1595,58775.40389,45.6972166,5673.599822,0
1597,21144.16215,58.39219715,987.7941458,0
1601,38157.02968,51.52814013,5628.012004,0
1602,21032.81869,30.08246411,4024.089367,1
1603,50238.53247,34.55520077,2567.615154,0
1610,54738.68229,26.77192946,6210.728279,0
1612,62507.35478,27.95702726,6590.77723,0
1613,61922.77464,24.808657,1933.08292,0
1617,68338.0974,34.33447148,12840.69671,1
1618,67772.79368,41.51526086,5037.933861,0
1620,33159.21728,42.34317793,2135.532137,0
1626,51486.13032,33.55102974,3955.113351,0
1628,24877.68441,29.82362039,1546.422886,0
1639,46118.5501,23.97400067,2728.311486,0
1640,35082.38569,41.15368948,2918.477721,0
1641,38387.32228,30.0760336,6453.507839,1
1646,64126.49168,19.29785353,4956.941565,0
1647,41916.69268,48.14870817,6106.109586,0
1662,44037.24398,58.44050724,5269.518403,0
1663,51657.12396,35.41469759,609.3508858,0
1668,65913.83201,22.7890518,12972.41836,1
1669,64715.99897,60.93941035,11173.80845,0
1672,51653.70474,19.877512,1853.419156,0
1677,61893.48364,19.1799065,6038.162662,0
1686,59673.17045,57.28667146,7533.679839,0
1687,47481.42964,20.49522153,9402.876118,1
1690,67010.84098,51.5222956,11646.91061,0
1691,58693.41942,27.17628489,4033.153519,0
1702,58082.3601,60.15632703,9175.667318,0
1705,40443.20363,33.65929892,1857.252327,0
1707,51199.86984,22.40357681,4064.818093,0
1713,53078.85583,49.17618969,10566.35387,0
1714,53236.993,57.93261219,703.6021978,0
1718,45165.92595,37.90000438,5534.550798,0
1720,36598.34047,41.96212964,6849.29481,0
1722,68114.07098,47.19519398,4325.099268,0
1725,51254.37001,50.6494071,8747.208629,0
1727,60974.58714,33.89574856,6165.65882,0
1733,27193.74305,21.40959607,4518.858351,1
1737,66370.69351,38.40550487,5906.034309,0
1741,60309.32883,34.37905483,2343.073833,0
1742,45139.48639,19.61720917,1743.691464,0
1746,43721.25181,55.12770834,5923.392464,0
1751,26325.50339,56.35027775,3336.131472,0
1754,62020.46813,56.65353651,114.2098881,0
1755,37965.84934,27.8285796,299.0547059,0
1756,62114.85602,30.74947746,12115.89231,1
1757,36871.06176,46.03436164,792.7110544,0
1758,65030.90935,36.70069066,2231.976166,0
1765,25857.76559,41.75835442,1810.232339,0
1767,42301.33448,19.50343568,1480.61489,0
1780,34238.53029,63.43418801,6002.93511,0
1781,62064.52068,22.82585726,2972.381023,0
1785,58772.85748,46.50503835,7048.005343,0
1792,32203.56694,61.16757056,838.0214411,0
1796,24709.08325,54.74520391,1915.385594,0
1812,45245.73975,35.82444267,1974.009904,0
1814,57717.60679,48.79781292,3153.222829,0
1818,33614.49461,46.47308182,4837.787511,0
1823,61129.72316,35.10917797,11302.76769,0
1830,23516.7277,27.36269519,559.9053229,0
1834,28713.83052,54.70084552,1936.813257,0
1840,48614.84968,61.30129349,5984.950784,0
1850,55763.42742,30.58544797,7913.837734,1
1856,24822.06984,29.02037885,2361.166802,0
1858,25671.74258,18.74645599,2272.14762,0
1866,27045.39957,50.22120054,2503.7884,0
1867,58216.07198,27.40448065,9581.833306,1
1869,58503.77101,42.37251293,7050.432526,0
1875,55320.78001,29.41721633,5990.716973,0
1877,61679.95316,24.1914258,3060.030168,0
1883,61693.58631,25.68422605,1568.863689,0
1889,32400.54496,61.67923932,3591.797505,0
1896,50779.38079,39.43591481,6859.836596,0
1899,61414.80126,56.88918916,9743.609259,0
1902,49048.75736,52.05179371,6363.113668,0
1911,27363.6318,44.38642089,3215.263093,0
1914,69992.33271,41.77123143,52.87219028,0
1917,23102.21779,35.76168337,1779.574528,0
1922,24454.19062,52.39086216,864.9687379,0
1925,55881.5418,33.30668529,8383.074165,1
1933,60536.91287,32.32617541,3132.551831,0
1937,46442.28279,28.84595832,1484.561548,0
1938,25602.95725,28.4463766,2214.922493,0
1942,41027.90736,44.77193547,4369.218876,0
1947,30047.81941,51.07732459,5768.742735,0
1948,59299.16272,36.98427692,4944.056264,0
1957,55704.79816,48.51661891,5594.332971,0
1958,50458.9582,52.31456503,9852.889427,0
1979,58533.88468,40.51896256,7832.443321,0
1984,64466.76014,33.32714402,8537.369666,1
1986,22371.52219,39.14222532,2291.856428,0
1989,42067.24645,24.27061152,4601.606183,0
1990,43662.09269,25.25260926,7269.596897,1
1991,34237.57542,34.10165393,2658.090632,0
1996,59221.04487,48.51817941,1926.729397,0
